Local Area,Source,Region,NAICS,Notice Link,Affected Occupation,Date Received,Union,Comments,Workforce Area,Affected Occupations,County,Projected Dates,Projected Date,Employees,County: Local  Name,NAICS Code,Notice URL,Company Contact,Closure or Layoff?,Company Address,Closure/Layoff,Location,NAICS/SIC,NEG,NAFTA/Trade,Industry,Congressional ,County/Counties,Trade,Company Name,SIC
,,Lincoln Trail,,WARN,,2020-04-24 00:00:00,,,,,,,2020-04-14 00:00:00,210.0,Grayson,423210.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000lFhk/YXvfnj9glnybML0caPMSROnboavSXn.klKEWtkrTQy8,,Layoff,,,,,,,,,,No,"Leggett & Platt, Inc",
,,Kentuckiana Works,,WARN,,2020-04-24 00:00:00,,,,,,,2020-04-30 00:00:00,104.0,Jefferson County - Louisville,532111.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000lFRh/UszfPVKKroq1QAKiNquy4pybhgj_l.wWTgrzPpPoae0,,Layoff,,,,,,,,,,No,Enterprise Rent-A-Car,
,,Out of State,,WARN,,2020-04-23 00:00:00,,,,,,,2020-04-04 00:00:00,269.0,Out of the Area County,446130.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000lFAl/oO700mhoM_QHeowhHaKcjxvMIWN0lrbxd1SLp.he9w8,,Layoff,,,,,,,,,,No,"Visionworks, Inc.",
,,Northern Kentucky,,WARN,,2020-04-20 00:00:00,,,,,,,2020-03-30 00:00:00,117.0,Boone,326220.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owme/I70OYWW_BMsm.L1gecTbBndG80GLYaujN7Bys19qF0E,,Layoff,,,,,,,,,,No,BOGE Rubber & Plastics USA LLC,
,,Northern Kentucky,,WARN,,2020-04-17 00:00:00,,,,,,,2020-03-13 00:00:00,51.0,Kenton,532111.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owlM/.Zk80i_XFS7aZoaHWgUxXaHRiKaZbtC_7AhdxqU6wug,,Layoff,,,,,,,,,,No,AVIS BUDGET CAR RENTAL LLC,
,,Kentuckiana Works,,WARN,,2020-04-17 00:00:00,,,,,,,2020-03-13 00:00:00,39.0,Jefferson County - Louisville,532111.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owlW/CYo8uyV1lqLUe_XJLwXgKKbMGcUSOnm2YuFWlCcEjao,,Layoff,,,,,,,,,,No,AVIS BUDGET CAR RENTAL LLC-Louisville,
,,Bluegrass,,WARN,,2020-04-17 00:00:00,,,,,,,2020-04-15 00:00:00,55.0,Fayette,33392.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owlC/hEdK2CiuQJ0bVuYeIRqwIFPEy53bOvrnmZtKCFG3OTk,,Layoff,,,,,,,,,,No,Clark Material Handling Company,
,,Bluegrass,,WARN,,2020-04-15 00:00:00,,,,,,,2020-03-27 00:00:00,151.0,Scott,337215.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owfY/PmJV_yGxFZQyYhZo1Z3JUNNKeymCbhxmj4tTRLPEQdQ,,Layoff,,,,,,,,,,No,"Leggett & Platt, Inc.",
,,Northern Kentucky,,WARN,,2020-04-15 00:00:00,,,,,,,2020-03-27 00:00:00,17.0,Boone,488190.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owe1/_JzvIyNP00OZFCdiwLq50NqX4Pv5uhASRmnOON4x7JM,,Layoff,,,,,,,,,,No,Jacobsen|Daniels Enterprise - CVG,
,,Bluegrass,,WARN,,2020-04-15 00:00:00,,,,,,,2020-03-27 00:00:00,271.0,Clark,33791.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owe6/AOd4ALEemb0aAShUt5dhhnJlPDFohiL8zcc9JttELyY,,Layoff,,,,,,,,,,No,"Leggett & Platt, Inc.",
,,Kentuckiana Works,,WARN,,2020-04-14 00:00:00,,,,,,,2020-04-02 00:00:00,230.0,Jefferson County - Louisville,423990.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owbq/UyrAEX7r.ENTpYJbgJLT8Cg7CPlnvxwl2yKnTp7J72s,,Layoff,,,,,,,,,,No,GUESS Distribution Center,
,,Northern Kentucky,,WARN,,2020-04-14 00:00:00,,,,,,,2020-04-20 00:00:00,88.0,Campbell,712130.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owce/l.sHHNbu0GPlyDLBohqkTc6rmr3iMKC.C7bGdM4pAc0,,Layoff,,,,,,,,,,No,Newport Aquarium LLC,
,,Kentuckiana Works,,WARN,,2020-04-14 00:00:00,,,,,,,2020-04-03 00:00:00,234.0,Jefferson County - Louisville,337910.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owc0/YfonXN9YuzXLk_UAXU4_FKNeT7YOIM6p5kka_JgwN0Y,,Closure,,,,,,,,,,No,Bedding Acquisition LLC-Hollander Sleep Products,
,,Kentuckiana Works,,WARN,,2020-04-14 00:00:00,,,,,,,2020-03-27 00:00:00,151.0,Jefferson County - Louisville,339116.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owc5/NegKIAQd.3f3pmcw73INUcvkRVIbZTkujR6EIS0ot58,,Layoff,,,,,,,,,,Yes,Glidewell Laboratories-Crown World Dental Lab,
,,Bluegrass,,WARN,,2020-04-13 00:00:00,,,,,,,2020-03-23 00:00:00,63.0,Madison,561311.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owbl/PeliEutZZle1HuohBNOUPeWObAPJ6.IxcJLQM0pFF0o,,Layoff,,,,,,,,,,No,Vitro Automotive/Pittsburgh Glass Works,
,,Bluegrass,,WARN,,2020-04-10 00:00:00,,,,,,,2020-04-10 00:00:00,510.0,Boyle,62111.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owax/gIoDc8Xv49xawkTE2lbcXgud5nCNoJANhlFRxiXKV8c,,Layoff,,,,,,,,,,No,Ephraim McDowell Health,
,,Western Kentucky,,WARN,,2020-04-08 00:00:00,,,,,,,2020-04-07 00:00:00,248.0,Christian,62211.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owai/euBMynNBZ1XxY9GZsxqub51sfACbr_edi4z8.BvNzk8,,Layoff,,,,,,,,,,No,Jennie Stuart Medical Center,
,,Northern Kentucky,,WARN,,2020-04-08 00:00:00,,,,,,,2020-06-07 00:00:00,92.0,Boone,488510.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owaO/GWTBVMydk_wwkETRK9Ra861k.S_1Cpifx9oY_o5DE2Y,,Layoff,,,,,,,,,,No,Groupon Goods KY Fulfillment Center,
,,Northern Kentucky,,WARN,,2020-04-07 00:00:00,,,,,,,2020-04-12 00:00:00,181.0,Boone,336413.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owYS/48f5c5_B5wyiPJ9Uy_H1cNlwWBdNMLD_pYAS8WUMQM8,,Layoff,,,,,,,,,,No,"Safran Landing Systems Kentucky, LLC",
,,Northern Kentucky,,WARN,,2020-04-07 00:00:00,,,,,,,2020-03-17 00:00:00,260.0,Boone,72251.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owXZ/yTHs5XelOkz__Ev_3i058NYLPt39FknT235h9rtta.I,,Layoff,,,,,,,,,,No,HMS Host - CVG,
,,Lincoln Trail,,WARN,,2020-04-06 00:00:00,,,,,,,2020-03-20 00:00:00,63.0,Hardin,623110.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owW2/m6.18mqxu4V91wnL7oO6sVnlaLN8Ty2M97cFVaRMbUI,,Layoff,,,,,,,,,,No,Communicare Professional Counselling and Treatment Service,
,,Lincoln Trail,,WARN,,2020-04-06 00:00:00,,,,,,,2020-03-20 00:00:00,16.0,Washington,623110.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owWC/G1vvtarZYPJdOhvrIz1yR8EPnXsOq0_BH2dWoGiRDP4,,Layoff,,,,,,,,,,No,Communicare Services - Springfield,
,,Lincoln Trail,,WARN,,2020-04-06 00:00:00,,,,,,,2020-04-13 00:00:00,117.0,Marion,423110.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owX0/V6hwrqZ0Qlr_eFlMYEYrZXlE5AKDheKuIEjfBsUaPdQ,,Layoff,,,,,,,,,,No,Hendrickson Trailer Commercial Vehicle Systems,
,,Lincoln Trail,,WARN,,2020-04-06 00:00:00,,,,,,,2020-03-20 00:00:00,16.0,Marion,623110.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owWW/6KnRleJzURSaBY_6FARK03ypKCpBzXNzxwnFAWGUcwk,,Layoff,,,,,,,,,,No,Communicare Clinic - Lebanon,
,,Lincoln Trail,,WARN,,2020-04-06 00:00:00,,,,,,,2020-03-20 00:00:00,17.0,Hardin,623110.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owWq/Vfpl8UYl0gbX_iFIJoUfIBUwxuS8TiJTC_7F4sKJFYw,,Layoff,,,,,,,,,,No,Communicare Services - Radcliff,
,,Lincoln Trail,,WARN,,2020-04-06 00:00:00,,,,,,,2020-03-20 00:00:00,16.0,Marion,623110.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owWg/9p9FS.JQp0PTPMhD3HxrAxxsoxTEr_upxaagBfFMogM,,Layoff,,,,,,,,,,No,Communicare Services - Lebanon,
,,Lincoln Trail,,WARN,,2020-04-06 00:00:00,,,,,,,2020-03-20 00:00:00,14.0,Hardin,623110.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owXA/mAUPSS8QJjeTFI7E27u8VQgWHFFi6LRZfcfzfkHq1Jo,,Layoff,,,,,,,,,,No,Communicare  Services - Brandenburg,
,,Lincoln Trail,,WARN,,2020-04-06 00:00:00,,,,,,,2020-03-20 00:00:00,14.0,Breckinridge,623110.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owWR/145nfIPWN0_U_cemfoWJlEEcFSVIRIo8wdyDtysKwiE,,Layoff,,,,,,,,,,No,Communicare Clinic LLC - Hardinsburg,
,,Lincoln Trail,,WARN,,2020-04-06 00:00:00,,,,,,,2020-03-20 00:00:00,17.0,Hardin,623110.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owWl/rS8vJCQrLNj0CL7FyoK6cd2Ubo0vr1icry6WlMYbX7U,,Layoff,,,,,,,,,,No,Communicare Clinic - Radcliff,
,,Lincoln Trail,,WARN,,2020-04-06 00:00:00,,,,,,,2020-03-20 00:00:00,27.0,Nelson,623110.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owW7/vxvDkskTDW8u8rCe_lHYjJe3ywqVHolgywHu7LkriIg,,Layoff,,,,,,,,,,No,Communicare Services - Bardstown,
,,Lincoln Trail,,WARN,,2020-04-06 00:00:00,,,,,,,2020-03-20 00:00:00,16.0,Grayson,623110.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owX5/hqgTkrEKeD2diZgwtvYubxlNzxik77T983Z_rFk92oU,,Layoff,,,,,,,,,,No,Communicare Services - Leitchfield,
,,Out of State,,WARN,,2020-04-06 00:00:00,,,,,,,2020-03-16 00:00:00,293.0,Out of the Area County,722511.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owVx/qvIScRk9GM5Elj.GBDk.q4vXbyNWeEoZlek.EdFKUGs,,Layoff,,,,,,,,,,No,HOOTERS of America LLC,
,,EKCEP,,WARN,,2020-04-03 00:00:00,,,,,,,2020-04-06 00:00:00,94.0,Knox,423440.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owVY/2COXMu6Bd1MCYgNNs.Sc62L0asFJOG..KVsIGQuqD5g,,Layoff,,,,,,,,,,No,Jackson Warewashing Systems,
,,Western Kentucky,,WARN,,2020-04-02 00:00:00,,,,,,,2020-04-05 00:00:00,115.0,Christian,333999.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owUa/gQ7KCmO7r.5JxftEeBG61Dp0YG0btnF0QmbfOv3Jqwg,,Layoff,,,,,,,,,,No,"Huhtamaki, Inc.",
,,Kentuckiana Works,,WARN,,2020-04-02 00:00:00,,,,,,,2020-03-16 00:00:00,133.0,Jefferson County - Louisville,721110.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owVT/U2oN7sbm_kSzNb7xiYNnrUVaoC_094PGtzzEyvZMQHo,,Layoff,,,,,,,,,,No,SCHULTE COMPANIES,
,,Lincoln Trail,,WARN,,2020-04-02 00:00:00,,,,,,,2020-03-20 00:00:00,68.0,Hardin,721110.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owVi/IMPz0uy5.8DXS8aWGuSQX3cPDNWc6wEkkwZwPlw6wyc,,Layoff,,,,,,,,,,No,IHG Army Hotels & Holiday Inn Express,
,,Kentuckiana Works,,WARN,,2020-04-01 00:00:00,,,,,,,2020-03-30 00:00:00,150.0,Jefferson County - Louisville,721110.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owU1/cmWTeASpvF33aHX13OmKNTSglY1CKyn1mH.iVuE4fs0,,Layoff,,,,,,,,,,No,Crowne Plaza Hotel,
,,Kentuckiana Works,,WARN,,2020-04-01 00:00:00,,,,,,,2020-03-30 00:00:00,2.0,Jefferson County - Louisville,721110.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owUQ/kIkf6vaRVWxJL33J4laXNMoRoo4Ps.CEaVYB4.M3PIU,,Layoff,,,,,,,,,,No,AJS/Galt House Hotel & Suites,
,,Kentuckiana Works,,WARN,,2020-04-01 00:00:00,,,,,,,2020-03-29 00:00:00,10.0,Jefferson County - Louisville,424110.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owQu/m2vDq7l1wLeK_e1Ptqh35ndxEEbdElyIHgPfZOFdJUc,,Layoff,,,,,,,,,,No,Paper Source,
,,TENCO,,WARN,,2020-04-01 00:00:00,,,,,,,2020-03-26 00:00:00,28.0,Boyd,512131.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owQQ/GkNpTgbS1O.ynAUO2lRhhohP0a9SFLAzTXhbo.1Jdyw,,Layoff,,,,,,,,,,No,"CINEMARK HOLDINGS, INC.-Cinemark Movies 10",
,,Kentuckiana Works,,WARN,,2020-04-01 00:00:00,,,,,,,2020-03-30 00:00:00,399.0,Jefferson County - Louisville,721110.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owUB/Q4XhuwPlCqUiegEdy255dEODFtbl._noeWqruyQLy9c,,Layoff,,,,,,,,,,No,AJS/Galt House Hotel & Suites,
,,Green River,,WARN,,2020-04-01 00:00:00,,,,,,,2020-06-02 00:00:00,42.0,Ohio,21211.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owVE/C0OZ4Bz9aNkrc9YrcMiSzi1G1WqI2.arpnDnUUJqUr8,,Layoff,,,,,,,,,,No,"The Western Kentucky Coal Company, LLC Genesis Mine (formerly Kronos Underground Mine)",
,,Bluegrass,,WARN,,2020-04-01 00:00:00,,,,,,,2020-06-02 00:00:00,11.0,Bourbon,423520.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owVO/fRo8DiZxbz2baMUvWanGYLiXkNdGw2BDb3YAGYVqjWI,,Closure,,,,,,,,,,No,Murray Euipment & Machine,
,,Kentuckiana Works,,WARN,,2020-04-01 00:00:00,,,,,,,2020-03-30 00:00:00,4.0,Jefferson County - Louisville,541611.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owUL/QiUorU3I0MCyonZFb9WQqn78BNq1UIJjwP_tw34J1Sw,,Layoff,,,,,,,,,,No,ALJSCO,
,,Western Kentucky,,WARN,,2020-04-01 00:00:00,,,,,,,2020-06-02 00:00:00,254.0,Muhlenberg,21211.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owVJ/Dg9.VOc4xZE0CzOT2WBULH9AF2F_W3myXxa4ijm196A,,Closure,,,,,,,,,,No,THE MUHLENBERG COUNTY COAL COMPANY,
,,Kentuckiana Works,,WARN,,2020-04-01 00:00:00,,,,,,,2020-03-30 00:00:00,62.0,Jefferson County - Louisville,721110.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owTw/ZCaGJxEMniVjvqFnhoI_lXZxfMOTDOnfnNr.YyZ_aFs,,Layoff,,,,,,,,,,No,Embassy Suites Jefferson Co - Louisville,
,,Kentuckiana Works,,WARN,,2020-03-31 00:00:00,,,,,,,2020-05-29 00:00:00,136.0,Jefferson County - Louisville,621999.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owPN/jDHwTapPX.yBsZhb3qC7qy.geYOtPuuz3LjGauQ08h8,,Layoff,,,,,,,,,,No,CONIFER REVENUE CYCLE SOLUTIONS LLC,
,,South Central,,WARN,,2020-03-31 00:00:00,,,,,,,2020-03-23 00:00:00,259.0,Metcalfe,238210.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owP8/TWlSpofpJ.4imf9JMRN3NvxzGC9QrUrj8jwGi4dQAOw,,Layoff,,,,,,,,,,No,Sumitomo Electric Wiring Systems Edmonton Plant 4,
,,Bluegrass,,WARN,,2020-03-31 00:00:00,,,,,,,2020-04-07 00:00:00,224.0,Woodford,493110.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owOt/nGZIULQU2fkInu1PxDGUoIvwySt323.mFPX6UcMSWrk,,Layoff,,,,,,,,,,No,Lakeshore Learning Materials,
,,Kentuckiana Works,,WARN,,2020-03-31 00:00:00,,,,,,,2020-04-16 00:00:00,25.0,Jefferson County - Louisville,112990.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owOo/bRBh1C8YP80dil6LNfT.do3OeOZYXcw6wdqfq3PF8m0,,Closure,,,,,,,,,,Yes,Dean Dairy Holding LLC,
,,South Central,,WARN,,2020-03-30 00:00:00,,,,,,,2020-03-17 00:00:00,0.0,Warren,425120.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owOP/m4hSFftIYaF5iodQ8VE1x2EhPnBsL0DngWDICpc52B4,,Layoff,,,,,,,,,,No,America's Auto Auction Bowling Green,
,,Northern Kentucky,,WARN,,2020-03-30 00:00:00,,,,,,,2020-03-28 00:00:00,22.0,Kenton,621112.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owQL/TkMdBFYOwIpwKzYmMUeJtbmWzIaOKmJSkueU1tPkBbI,,Layoff,,,,,,,,,,No,Beacon Orthopaedics and Sports Medicine,
,,Northern Kentucky,,WARN,,2020-03-24 00:00:00,,,,,,,2020-03-22 00:00:00,12.0,Boone,811118.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owHE/Fw8gLcqpehdezTgGQZvhza_ckYlPC5bs1MJ2PTwLNxQ,,Layoff,,,,,,,,,,No,Take 5 Oil,
,,Kentuckiana Works,,WARN,,2020-03-23 00:00:00,,,,,,,2020-03-23 00:00:00,38.0,Jefferson County - Louisville,722511.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000owBk/UdXwHzOysa2WEFIwW91sqoNtkgLUhMWGm8epCLwsdJk,,Layoff,,,,,,,,,,No,STEEL CITY POPS LKY LLC,
,,Bluegrass,,WARN,,2020-03-20 00:00:00,,,,,,,2020-03-20 00:00:00,117.0,Fayette,561110.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000ow4P/0C9LAvjzDBy8OnNf4iPYygDc5IXuPmrnoxJIB6FHmIo,,Layoff,,,,,,,,,,No,Hilton Lexington Downtown,
,,Kentuckiana Works,,WARN,,2020-03-19 00:00:00,,,,,,,2020-04-02 00:00:00,46.0,Jefferson County - Louisville,488190.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000ow3v/Uf7QRMDiS2Wn9wh3uL_MjYr73eqzdZ2odrJ71rsyyuw,,Closure,,,,,,,,,,No,"Trans States Airlines, LLC",
,,Kentuckiana Works,,WARN,,2020-03-10 00:00:00,,,,,,,2020-05-10 00:00:00,32.0,Jefferson County - Louisville,561431.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000008NTl/KOM2eb3czyHWnzkINC_qZBGbCu255iXTpZPawIO1BFc,,Closure,,,,,,,,,,No,Simpler Postage Inc.,
,,Western Kentucky,,WARN,,2020-02-25 00:00:00,,,,,,,2020-04-18 00:00:00,111.0,Hopkins,336360.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000ihOn/vVgpussISl65lKumOGwpNfwq9FxfUfuN4BGSvEwMKlU,,Layoff,,,,,,,,,,No,International Automotive Components,
,,Cumberlands,,WARN,,2020-02-21 00:00:00,,,,,,,2020-04-25 00:00:00,99.0,Laurel,58121.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000ihMD/tt8tewJ511kkosZ5VaFbUX5Y44bRBloyh4qlBeHX_Pc,,Layoff,,,,,,,,,,No,"Conduent Federal Solutions, LLC.",
,,Northern Kentucky,,WARN,,2020-02-14 00:00:00,,,,,,,2020-04-16 00:00:00,24.0,Boone,492110.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000ihGo/vT0xRvwNGC.dCw3bxMVxUj1bgCv9v1OAltj4EqlilJ4,,Layoff,,,,,,,,,,No,DeliveryForce,
,,Northern Kentucky,,WARN,,2020-02-05 00:00:00,,,,,,,2020-04-05 00:00:00,87.0,Campbell,425120.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000cRpa/FhXx5qmiMk8LEffcKqwhZD.RPrbCYHQRmDk1TwaTpE0,,Layoff,,,,,,,,,,TBD,"IPSCO Tubulars (KY), L.L.C.",
,,TENCO,,WARN,,2020-01-31 00:00:00,,,,,,,2020-03-31 00:00:00,1226.0,Boyd,622000.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000cRls/iReAoQajVybKDYSG3.slx51EZwROrWfJQq8Lxz49EB4,,Closure,,,,,,,,,,No,"Our Lady of Bellefonte Hospital, L.L.C.",
,,Western Kentucky,,WARN,,2020-01-28 00:00:00,,,,,,,2020-04-10 00:00:00,65.0,Calloway,611310.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000cRhl/81vkTrMagQ53YxsN0hZ.yuamCTzG76xRwCBp4TcqrH4,,Layoff,,,,,,,,,,No,Murray State University,
,,Kentuckiana Works,,WARN,,2020-01-23 00:00:00,,,,,,,2020-03-31 00:00:00,177.0,Jefferson County - Louisville,485999.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000cReA/AD52MD3dra9Cw2jscmkx93bzNWHv6VISG8e5YAINi0A,,Layoff,,,,,,,,,,No,First America/First Transit,
,,South Central,,WARN,,2020-01-16 00:00:00,,,,,,,2020-03-16 00:00:00,571.0,Barren,323117.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000cRUa/980H1AkczTFNoma5sEpvnMR_WgJX7wifiuzbxN.lSNg,,Closure,,,,,,,,,,No,"LSC Communications US, LLC aka RR Donnelley",
,,Northern Kentucky,,WARN,,2020-01-15 00:00:00,,,,,,,2020-03-09 00:00:00,80.0,Grant,424480.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000cRTm/DCB.aAEW9X0uSKH9Kc59ILPw6TDyn_Fbw2a5vAp1Gis,,Closure,,,,,,,,,,No,Grant County Foods LLC,
,,Northern Kentucky,,WARN,,2020-01-15 00:00:00,,,,,,,2020-03-09 00:00:00,39.0,Kenton,424990.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000cRTh/8DdTGF2CXICOiJsIN.OI5_yLrhz4g8I9pvki4h1EC0A,,Closure,,,,,,,,,,,Crosset Company LLC,
,,Kentuckiana Works,,WARN,,2020-01-13 00:00:00,,,,,,,2020-04-01 00:00:00,187.0,Shelby,336390.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000cRLn/GnIT25v05rLrhgFiEW6tjXg7K0wq1O3CgIqQARI5SxM,,Closure,,,,,,,,,,No,Ficosa North American Corporation,
,,Green River,,WARN,,2019-12-26 00:00:00,,,,,,,2020-02-24 00:00:00,250.0,Ohio,21211.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000cRBf/TjixJjoS3DhrKgmVkJ3.liz6mpYQEtkDPu3mB0rKzg8,,Closure,,,,,,,,,,No,"The Western Kentucky Coal Company, LLC Genesis Mine (formerly Kronos Underground Mine)",
,,Cumberlands,,WARN,,2019-12-19 00:00:00,,,,,,,2020-02-28 00:00:00,425.0,Whitley,561210.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000cR9Z/mzgeWCa2sgi0GNtixVIRztL6gsTTp1PgNiTIVyhSC_A,,Layoff,,,,,,,,,,No,PAE Visa Support Services (VSS),
,,Green River,,WARN,,2019-12-09 00:00:00,,,,,,,2020-02-07 00:00:00,40.0,Webster,212112.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000cR1G/KaUq3yGvNu5Y3ife_6WzDglsbgthQGfBwiXh5kdz3q8,,Closure,,,,,,,,,,No,Webster County Coal Dotiki Mine,
,,Lincoln Trail,,WARN,,2019-11-19 00:00:00,,,,,,,2020-01-17 00:00:00,279.0,Grayson,444220.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000001KXW/JMtP2rp1cKSoDYYHyZ1DOmdaLonjiWKp6el4LfveHw8,,Closure,,,,,,,,,,TBD,Modern Transmission Development MTD Products Inc,
,,Western Kentucky,,WARN,,2019-11-15 00:00:00,,,,,,,2019-11-15 00:00:00,171.0,Christian,453998.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000001KW9/0lv2u0VurE2WSBVdGd8hm6TbcFYqE0qoy_aOWwzKEOc,,Closure,,,,,,,,,,TBD,"Ebonite International, Inc.",
,,Kentuckiana Works,,WARN,,2019-11-12 00:00:00,,,,,,,2020-01-13 00:00:00,100.0,Shelby,331222.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000001KSl/tzhNMQshDrc1hZ7dukb.WYGRvQ73NWFAXuejOa8ZKkw,,Closure,,,,,,,,,,No,BEKAERT CORPORATION,
,,EKCEP,,WARN,,2019-11-04 00:00:00,,,,,,,2020-01-01 00:00:00,21.0,Leslie,212111.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000001KOe/.prhulKld3VKHCnGLj093KMsQPcRYabh45iB0NDgl5Q,,Layoff,,,,,,,,,,No,Stinnett Mine,
,,EKCEP,,WARN,,2019-11-04 00:00:00,,,,,,,2020-01-01 00:00:00,97.0,Bell,212111.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000001KOP/DIxYr8280eLPOAbjq5Qy.7iWEstk5S7339Xs1AZgG3Q,,Layoff,,,,,,,,,,No,Balkan area Mines and Facilities,
,,EKCEP,,WARN,,2019-11-04 00:00:00,,,,,,,2020-01-01 00:00:00,38.0,Harlan,212111.0,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000001KO0/2zXboZGmgRg0Dl8r3YDiSUQo2R4SKA3KUcZjt02vBTs,,Layoff,,,,,,,,,,No,"Bailey's Creek, Cranks Creek & Day Branch Mines",
